OBJECTID,CATEGORY,PROJECT TITLE,GRANTEE TYPE,GRANT PROGRAM,GlobalID,URL 2,LOCATION NOTES,PROJECT DESCRIPTION,URL 1,URL 3,URL 4,URL 5,MATCH  AMOUNT,CZM REGION,URL 1 TEXT,URL 2 TEXT,URL 3 TEXT,URL 4 Text,URL 5 TEXT,TOWN,MULTI_JURISTICTIONAL,GRANT_AWARD,GRANTEE,WATERSHED,YEAR,x,y
305,Design & Permitting,Nauset Beach Parking Phased Retreat,Municipal,Coastal Resilience,1682ae06-b504-4a99-ad89-5e05fbe6abaf,,,"Orleans completed design and permitting for the relocation of a 223-space parking lot, access road and septic system at Nauset Beach.",https://www.town.orleans.ma.us/361/Public-Works-Natural-Resources,,,,20579,Cape Cod and Islands,Orleans Contact Information,,,,,Orleans,No,79151,Orleans,Cape Cod,2021,-7785322.31417431,5129233.53032979
334,Design & Permitting,Technical Analysis and Resilient Schematic Design Options for Dorchester’s Waterfront (Tenean Beach and Conley Street),Municipal,Coastal Resilience,2ac6629b-2ee2-4d5b-bc32-2818ef20abdd,,,Boston will develop schematic designs to protect the waterfront and community from future sea level rise and coastal storm events.,https://www.bostonplans.org/planning/planning-initiatives/dorchester-resilient-waterfront-project,,,,105000,Boston Harbor,Final Report,,,,,Boston,No,300000,Boston,Boston Harbor: Neponset,2023,-7908485.19551442,5204913.88500546
357,Construction - Shoreline Restoration,"North Scituate Beach Nourishment – Design Plans, Contract Document and Construction",Municipal,Coastal Resilience,14cf5b60-95f3-4a44-bc42-a1c55d0107dd,,,The Town of Scituate will prepare final design plans and contract documents and construct a portion of the North Scituate Beach nourishment project to mitigate the impact of coastal storms and sea level rise over the next 20 to 30 years.,https://www.scituatema.gov/department-of-public-works,,,,99999,South Shore,Scituate Contact Information,,,,,Scituate,No,1999990,Scituate,South Coastal,2023,-7876632.12537811,5195687.47279947
234,Construction - Stormwater Infrastructure,"Winter Island Park Stormwater Remediation Project, City of Salem",Municipal,Coastal Pollutant Remediation,c2205a8f-66a0-4e4a-a5d9-e51160e4e57b,,,Salem constructed two rain gardens at Winter Island Park to treat stormwater runoff pollutants and completed a city-wide assessment of other high priority stormwater retrofit opportunities to ultimately improve water quality in Salem Harbor.,https://vimeo.com/347375667,,,,64510,North Shore,SSCW Project Video,,,,,Salem,No,198650,Salem,North Coastal,2019,-7889004.71650597,5240244.28132766
374,Design & Permitting,Final Design of Howland Street Drainage Improvements,Municipal,Coastal Pollutant Remediation,876c8f6b-eb1e-4ef0-8315-5cfe5ae20345,,,Provincetown completed final designs for an infiltration system to treat stormwater runoff from Howland Street into Provincetown Harbor to improve water quality for shellfish habitat and reduce beach closures.,,,,,12607,Cape Cod and Islands,,,,,,Provincetown,No,37820,Provincetown,Cape Cod,2022,-7812099.96546696,5169658.93193246
65,Planning & Outreach,Developing a Coastal Adaptation Strategy for Brewster,Municipal,Coastal Resilience,0bf0e4a7-9623-45df-a8a3-a98964b092db,,,"The town provided information to the public on the vulnerability of infrastructure and natural resources to flooding and erosion, gathered input on community priorities and worked to come to consensus on local climate change adaptation strategies.",https://www.brewster-ma.gov/natural-resources-harbormaster-shellfish,,,,44652,Cape Cod and Islands,Brewster Contact Information,,,,,Brewster,No,159474,Brewster,Cape Cod,2016,-7800654.95155765,5125404.78499441
328,Construction - Shoreline Restoration,Nauset Beach Parking Lot Phased Retreat Construction Project,Municipal,Coastal Resilience,05de6789-7e55-4e1c-a583-5744870c0ad4,,,"Orleans will complete bid documents and construct a parking lot, septic system leaching field and other associated infrastructure improvements at Nauset Beach landward of the existing parking lot and flood zones.",https://www.town.orleans.ma.us/361/Public-Works-Natural-Resources,,,,230000,Cape Cod and Islands,Orleans Contact Information,,,,,Orleans,No,1000000,Orleans,Cape Cod,2022,-7785231.47411327,5129334.47058412
411,Construction - Shoreline Restoration,Bay Avenue and Gurnet Road Beach and Dune Nourishment Project,Municipal,Coastal Resilience,7d5a45d6-e4bb-43c2-814b-50f1ca59a03a,,,"The Town of Duxbury will construct the first phase of the Bay Avenue and Gurnet Road beach and dune restoration project using approximately 75,000 cubic yards of sand, gravel, and cobble. The project will also conduct surveys of the site’s resources, facilitate contractor hiring in coordination with Marshfield, and continue public outreach. ",https://www.town.duxbury.ma.us/planning-department/pages/coastal-resiliency-marshfield-duxbury,,,,736000,South Shore,Project Information,,,,,"Duxbury, Marshfield",Yes,2000000,Duxbury,South Coastal,2024,-7864652.48338761,5171371.98395703
19,Design & Permitting,Assessment And Prioritization Of Leaching BMPs In Support Of Climate Change Resiliency,Municipal,Coastal Pollutant Remediation,caa1f083-a3c6-4690-b71e-7df3173a5bd8,,,The Town of Yarmouth evaluated existing stormwater Best Management Practices within areas most vulnerable to climate change and developed retrofit designs for priority locations that address anticipated increases in flows and rising groundwater tables.,,,,,23440,Cape Cod and Islands,,,,,,Yarmouth,No,17578,Yarmouth,Cape Cod,2017,-7814516.96424455,5110766.77695065
265,Construction - Stormwater Infrastructure,Sandwich Harbor Stormwater Mitigation Phase 3B,municipal,Coastal Pollutant Remediation,75c44537-1efb-4354-8c19-a78da32d7f5d,,,Sandwich built on past CPR and NRCS funds to construct porous pavement and sand filter systems to treat bacteria and nutrients in stormwater with the ultimate goal of improving water quality in Sandwich Harbor.,,,,,267129,Cape Cod and Islands,,,,,,Sandwich,No,92000,Sandwich,Cape Cod,2020,-7847245.15259592,5125372.50151525
365,Design & Permitting,Jones River/Elm Street BMP Design and Permitting Project,Municipal,Coastal Pollutant Remediation,1e35cb2a-e635-498b-803b-d670ac6c9f14,,,Kingston developed designs of a system to treat stormwater for nutrients and bacteria. Goals are to expand opportunities for shellfish harvesting in the Jones River and Kingston Bay. ,,,,,16244,South Shore,,,,,,Kingston,No,73000,Kingston,South Coastal,2021,-7874148.55903202,5159643.36493982
317,Design & Permitting,"Assessment, Design, and Permitting to Improve the Coastal Resiliency and Function of Apponagansett Park/Arthur Dias Town Landing",Municipal,Coastal Resilience,3b680a26-8218-48a4-b507-92aed8706356,,,"Dartmouth will assess alternatives and develop resilient nature-based and structural design strategies for addressing the failing seawall around the perimeter of Apponagansett Park and Arthur Dias Town Landing, which regularly experience flooding.",https://ma-dartmouth.civicplus.com/178/Community-Development-Grants,,,,30031,South Coast,Dartmouth Contact Information,,,,,Dartmouth,No,107255,Dartmouth,Buzzards Bay,2022,-7898634.93388989,5098920.89354251
73,Planning & Outreach,Coughlin Park Green Infrastructure Feasibility Study,Municipal,Coastal Resilience,ba1c4eb4-57bd-43d8-ac54-28d36017e48a,,,The town evaluated natural and non-structural shoreline protection approaches and developed conceptual plans for a preferred alternative that provides the most erosion control and improved wildlife habitat along the Coughlin Park shoreline.,https://www.town.winthrop.ma.us/winthrop-projects-plans-and-presentations/pages/czm-coughlin-grants,,,,18750,Boston Harbor,Project Information,,,,,Winthrop,No,75000,Winthrop,Boston Harbor: Proper,2016,-7900885.11802022,5215450.2829476
420,Planning & Outreach,Salem Winter Island Park Pathway and Bank Restoration,Municipal,Coastal Resilience,ddffc88e-b180-4f58-8632-98f46b17fd99,,,"The City of Salem will begin to address coastal erosion at Winter Island Park through community engagement, pedestrian traffic management, and shoreline erosion and invasive plant species assessments. The project will help preserve a valuable recreational and historical resource in the city.",https://www.salemma.gov/recreation,,,,41381,North Shore,Salem Contact Information,,,,,Salem,No,109800,Salem,North Coastal,2024,-7888926.17842618,5240335.78514712
171,Design & Permitting,Salem Collins Cove Bioengineering with Coir Rolls and Salt Marsh Plantings,Municipal,Coastal Resilience,e8653833-31eb-4a74-a834-74df7de8c437,,,"Salem completed permitting activities and prepared final construction design plans to restore a fringing salt marsh using coir rolls and native vegetation along Collins Cove to provide increased protection from erosion, storm surge and waves.",https://www.arcgis.com/apps/MapJournal/index.html?appid=496d9bad740341de801197303a5eaa66,,,,13807,North Shore,StoryMap,,,,,Salem,No,55230,Salem,North Coastal,2018,-7891051.30811117,5240284.33650733
25,Design & Permitting,Great Herring Pond Stormwater Improvements Eagle Hill Drive,Municipal,Coastal Pollutant Remediation,db8d99e7-1953-4f31-92f6-b2aa13455062,,,The Town of Plymouth assessed retrofit options and created construction-level designs to treat stormwater discharging sediment and nutrients into Great Herring Pond. The ultimate goal is to improve water quality and protect river herring habitat., ,,,,24147,South Shore,,,,,,Plymouth,No,59910,Plymouth,South Coastal,2017,-7854752.12572122,5131215.20153387
368,Construction - Stormwater Infrastructure,Three Bays Stormwater BMP Construction - River Road,Municipal,Coastal Pollutant Remediation,919f6642-ab84-4265-8cec-5e0d2a51157a,,,Barnstable and the Association to Preserve Cape Cod installed three dry swales along River Road to treat stormwater runoff into the Marston Mills River and Three Bays system to improve shellfish habitat and reduce beach closures.,https://www.apcc.org/threebays/,,,,59560,Cape Cod and Islands,APCC Three Bays Webpage,,,,,Barnstable,No,173588,Barnstable,Cape Cod,2022,-7839373.68594324,5110754.47359776
36,Planning & Outreach,Evaluating Roadway Elevation Improvements And Dune/Beach Nourishment Along North Humarock Beach For Improved Coastal Resiliency,Municipal,Coastal Resilience,f4106d98-ee06-442a-a2df-89310b3eb382,,,The Town of Scituate evaluated beach and dune nourishment alternatives and roadway elevation improvements along a low-lying area of Central Ave. on North Humarock Beach to provide storm damage protection for repetitively damaged public infrastructure.,https://www.scituatema.gov/flood-hazard-mitigation,,,,25875,South Shore,Scituate Contact Information,,,,,Scituate,No,103500,Scituate,South Coastal,2017,-7869637.55269312,5182403.92539658
105,Planning & Outreach,Squibnocket Town Beach Expansion and Restoration,Municipal,Coastal Resilience,6571447a-a52f-4f00-8171-8723fd623e56,,,Chilmark completed plans to add sediment to Squibnocket Town Beach and construct a beach parking area that is naturally protected from erosion to enhance public access and protection for a coastal road.,https://www.chilmarkma.gov/,,,,5000,Cape Cod and Islands,Chilmark Contact Information,,,,,Chilmark,No,20000,Chilmark,Islands,2014,-7877530.41632363,5059478.0038494
179,Construction - Stormwater Infrastructure,Great Herring Pond Stormwater Improvements Eagle Hill Drive,Municipal,Coastal Pollutant Remediation,6cf0bbe1-34c2-4420-a2b6-530dcbf0c903,,,"The Town of Plymouth constructed stormwater infiltration chambers at priority outfalls to reduce sediment, nutrients, and bacteria entering Great Herring Pond – improving water quality and protecting critical river herring habitat.",,,,,83071,South Shore,,,,,,Plymouth,No,175000,Plymouth,South Coastal,2018,-7854752.12572122,5131215.20153387
62,Construction - Shoreline Restoration,Cobble Nourishment Of Washover Areas At Plymouth Long Beach,Municipal,Coastal Resilience,129b173c-acaf-4e6f-a7f6-2f20589f43ff,,,Plymouth filled ten severely eroded washover areas on Long Beach with rounded cobbles to increase storm damage protection and flood control for Plymouth Harbor.,https://www.mass.gov/info-details/plymouth-nourishment-of-eroded-overwash-areas-at-long-beach,,,,69770,South Shore,Project Information,,,,,Plymouth,No,279080,Plymouth,South Coastal,2015,-7863436.53080205,5154904.10888751
13,Planning & Outreach,Puritan Road Flood Mitigation And Ecological Resilience,Municipal,Coastal Resilience,c051ab18-dc35-440c-8cfd-7d77ec95c3f6,,,Weymouth studied the existing drainage system and runoff characteristics between the Back River and an inland salt marsh and designed plans to retrofit a collapsing culvert to improve drainage and tidal flow capacity given anticipated climate impacts.,https://www.weymouth.ma.us/planning-community-development/news/mayor-hedlund-dedicates-new-culvert-and-trailhead-at-great-esker,,,,18750,Boston Harbor,Project Information,,,,,Weymouth,No,75000,Weymouth,Boston Harbor: Weymouth & Weir,2015,-7895832.9163744,5195353.46704891
291,Design & Permitting,Hull Wastewater Treatment Facility (WWTF) Coastal Resiliency Measures: Final Design and Permitting,Municipal,Coastal Resilience,81b4bd20-bed3-4ec1-b89e-20c83a22a10c,,,"Hull completed permitting and developed final design plans for flood protection measures at the town’s wastewater treatment facility, including a combination of vegetated berms, flood gates, and flood barrier walls.",https://www.town.hull.ma.us/sewer-department/pages/grant-information,,,,51353,South Shore,Grant Status,,,,,Hull,No,205414,Hull,Boston Harbor: Proper,2021,-7892417.45771126,5206784.84127679
397,Design & Permitting,Snows Creek Culvert Replacement Final Design,Municipal,Coastal Habitat and Water Quality,cfeb76db-8ce6-458f-8f20-14b82d53ab7d,,,The Town of Barnstable completed final designs and permitting to replace an undersized culvert impacting the Snows Creek estuary.,,,,,6750,Cape Cod And Islands,,,,,,Barnstable,No,27000,Barnstable,Cape Cod,2023,-7823480.37959569,5107601.03560282
434,Planning & Outreach,Saugus River Watershed Non-point Source Pollution Assessment  ,Nonprofit,Coastal Habitat and Water Quality,56e71aa5-8285-486f-8cff-3b31c2857c19,,,"The Saugus River Watershed Council (SRWC) will assess stormwater runoff and pollutant loading from municipal properties to the Saugus River Watershed. Carrying pollutants and contaminants of concern, the Saugus River Watershed empties into Rumney Marsh, an Area of Critical Environmental Concern (ACEC), and eventually Nahant Bay. Through GIS analyses and on-site field assessments, the SRWC will consider existing conditions, climate scenarios, and levels of impact to the Saugus River Watershed. This data will inform site selection and initial designs for green stormwater infrastructure to mitigate stormwater impacts in the region. ",,,,,0,North Shore,,,,,,"Everett, Lynn, Revere, Saugus, Malden",No,56700,Saugus River Watershed Council,NA,2025,-7903897.47882809,5230708.33844332
254,Design & Permitting,Eel Pond Wastewater Force Main Replacement - Permitting Level Design,Municipal,Coastal Resilience,3dfd7b0e-d68b-4561-938c-0c7219d32a68,,,The Town of Mattapoisett completed planning and engineering designs for the replacement of a vulnerable section of the Eel Pond sewer force main.,https://www.mattapoisett.net/water-sewer-department,,,,29871,South Coast,Mattapoisett Contact Information,,,,,Mattapoisett,No,119487,Mattapoisett,Buzzards Bay,2020,-7883549.54894624,5109838.07939163
242,Planning & Outreach,Feasibility Assessment for Shore Protection of the Chatham Mainland Using Nourishment to Enhance Existing Island and Shoal Resources,Municipal,Coastal Resilience,1abde620-2bb7-4582-bde7-8ae4840c8ecc,,,Chatham analyzed potential augmentation of the shoals and tidal flats north of Tern Island to naturally protect the mainland shoreline from wave impacts and erosion.,https://www.chatham-ma.gov/DocumentCenter/View/4644/Shore-Protection-Using-Tern-Island--Shoal-Nourishment-Report---November-2020-PDF?bidId=,,,,12916,Cape Cod and Islands,Feasibility Assessment,,,,,Chatham,No,51666,Chatham,Cape Cod,2020,-7786549.18728897,5114706.48095781
5,Vulnerability Assessment,Climate Change Vulnerability Assessment And Adaptation Planning,Municipal,Coastal Resilience,3bf595f3-28a5-405e-9e58-3665bff09be6,,,"Hull assessed municipal infrastructure and natural resources at risk from flooding, storm surge, increased storm intensity, and sea level rise and developed strategies that can be implemented to minimize future storm damages.",http://www.town.hull.ma.us/Public_Documents/HullMA_conservation/HULLCL~1.PDF,,,,11334,South Shore,Hull Contact Information,,,,,Hull,No,45339,Hull,Boston Harbor: Weymouth & Weir,2015,-7886541.06503653,5200803.16361769
199,Design & Permitting,Ryder Street Beach and Dune Enhancement,Municipal,Coastal Resilience,60a9e123-0ccd-4614-9885-2eef58bfe298,http://provincetown-ma.gov/DocumentCenter/View/10153/Coastal-Resilience-Grant-Public-Meeting-Presentation?bidId=,,Provincetown designed and prepared permit applications for a beach and dune enhancement project along Ryder Street Beach to help provide storm damage protection to critical infrastructure assets and commercial and residential properties.,https://www.provincetown-ma.gov/430/Environmental-Planning-and-Conservation,,,,31322,Cape Cod and Islands,Provincetown Contact Information,Project Presentation,,,,Provincetown,No,149153,Provincetown,Cape Cod,2019,-7813138.35427243,5168479.88852636
348,Design & Permitting,Marshfield and Duxbury Beach and Dune Nourishment – Permitting and Beneficial Reuse Facilitation,Municipal,Coastal Resilience,727896af-f5b3-46ec-a219-c12d6821c484,,,The Towns of Marshfield and Duxbury will continue permitting efforts to implement beach and dune nourishment projects at vulnerable coastal beaches along the towns' east facing shorelines.,https://www.town.duxbury.ma.us/planning-department/pages/coastal-resiliency-marshfield-duxbury,,,,17649,South Shore,Duxbury Project Information,,,,,"Marshfield, Duxbury",Yes,70598,Marshfield,South Coastal,2023,-7864590.63249469,5171905.91836108
248,Design & Permitting,Dune Restoration and Accessibility at North Nantasket Beach,Municipal,Coastal Resilience,9f891bf6-2d77-4e00-bda1-7ac7600e64dc,https://www.town.hull.ma.us/conservation-department/pages/north-nantasket-beach-resilience,,The Town of Hull designed and permitted a dune restoration and accessible crossover ramp at A Street and Beach Avenue that closely matches the adjacent dune configurations to reduce flooding while providing public beach access.,https://www.town.hull.ma.us/conservation-department/pages/conservation-reports-presentations,,,,32112,South Shore,Conservation Reports,Project Information,,,,Hull,No,118936,Hull,Boston Harbor: Proper,2020,-7889348.90363683,5203815.53434284
99,Planning & Outreach,Ipswich River Coastal Resiliency and Coastal Bank Stabilization Pilot Project Phase I,Municipal,Coastal Resilience,b649d4fd-cdac-4ce8-8200-a2653f714617,,,Ipswich assessed areas along the Ipswich River vulnerable to erosion and sea level rise impacts and evaluated the feasibility of nature-based stabilization techniques to protect critical infrastructure.,http://www.pie-rivers.org/id_48/,,,,17724,North Shore,Project Information,,,,,Ipswich,No,63300,Ipswich,Ipswich,2017,-7885033.3582245,5263355.68229597
148,Design & Permitting,Gloucester Pump Stations - Floodproofing Redesign and Retrofit,Municipal,Coastal Resilience,1a47c74c-a773-4ae8-ba70-fbd6f9f86c50,,,Gloucester designed and prepared bid specifications for infrastructure improvements at five of its most vulnerable pump stations to help protect the long-term function of the stations from sea level rise.,http://gloucester-ma.gov/index.aspx?NID=264,,,,24375,North Shore,Gloucester Contact Information,,,,,Gloucester,No,97500,Gloucester,North Coastal,2018,-7866135.19522042,5253407.72422395
285,Planning & Outreach,"Resiliency, Restoration and Remediation of the Green Parcel",Municipal,Coastal Resilience,465abdc5-9423-4344-8cbe-59afe5f39ddd,,,"Chelsea assessed site conditions, feasibility, and developed alternatives for improving the resilience of the Green Parcel located along Mill Creek to help remediate flooding and erosion and enhance public access to the waterfront.",https://www.chelseama.gov/departments/housing_and_community_development/climate_resilience_sustainability.php#collapse1890b3,,,,21656,Boston Harbor,Chelsea Contact Information,,,,,Chelsea,No,74678,Chelsea,Boston Harbor: Proper,2021,-7906029.13828033,5221607.18316495
262,Construction - Stormwater Infrastructure,Delano Avenue BMP Retrofit Design and Implementation Project,Municipal,Coastal Pollutant Remediation,9bb68a60-5d9a-45f4-aba0-ecdefdffa8d9,,,Kingston finalized plans and retrofitted existing stormwater green infrastructure to improve function and resiliency to climate change impacts in the sixth phase of CPR grants to improve water quality and shellfish habitat in the Jones River Estuary.,,,,,18892,South Shore,,,,,,Kingston,No,47430,Kingston,South Coastal,2020,-7871221.44305484,5160902.67481677
168,Design & Permitting,Addressing Mattapoisett's Potable Water Infrastructure Vulnerabilities at the Pease's Point Water Main Crossing,Municipal,Coastal Resilience,052366d0-1e02-45e5-a53d-61cc8a75c8bf,,,Mattapoisett completed final designs and permitting for relocating the water main crossing between Pease's Point and Point Connett to help ensure that service and water quality will be maintained during storm events.,https://www.mattapoisett.net/water-sewer-department,,,,16950,South Coast,Mattapoisett Contact Information,,,,,Mattapoisett,No,67800,Mattapoisett,Buzzards Bay,2018,-7877159.91995254,5109108.31212322
191,Design & Permitting,Nature-Based Solutions for Community Resilience on North Nantasket Beach,Municipal,Coastal Resilience,524f648b-775f-4668-aa2c-f035d63ba28a,,,Hull developed conceptual designs to enhance the resiliency and protective value of the coastal beach and dune system on North Nantasket Beach.,https://www.town.hull.ma.us/conservation-department/pages/conservation-reports-presentations,,,,35502,South Shore,Project Reports,,,,,Hull,No,142011,Hull,Boston Harbor: Proper,2019,-7889197.80934376,5203636.47431084
116,Vulnerability Assessment,"Hingham Climate Change Vulnerability, Risk Assessment and Adaptation Study",Municipal,Coastal Resilience,697bc260-9d32-4eea-8df5-51b4fc68652b,,,Hingham identified infrastructure and facilities vulnerable to sea level rise and climate change and recommended strategies for future adaptation.,https://www.hingham-ma.gov/306/Climate-Change-Study,,,,11559,South Shore,Hingham Climate Change Information,,,,,Hingham,No,44461,Hingham,Boston Harbor: Weymouth & Weir,2014,-7890987.86572916,5195689.78076328
354,Construction - Shoreline Restoration,Plymouth Long Beach Mixed Sediment Nourishment,Municipal,Coastal Resilience,6b355f4d-d4bf-423c-9976-7897d984259b,,,"The Town of Plymouth will nourish a 2,000 linear-foot section of Long Beach with sand, gravel and cobble to mitigate increasingly severe storms that threaten properties and infrastructure on the barrier spit and along the Plymouth Harbor.",https://www.plymouth-ma.gov/496/Plymouth-Long-Beach-Projects,,,,540000,South Shore,Project Information,,,,,Plymouth,No,2000000,Plymouth,South Coastal,2023,-7863064.55287556,5154265.76947815
408,Design & Permitting,Pleasant Bay Living Shorelines - Jackknife Beach Salt Marsh Restoration,Municipal,Coastal Resilience,347ab8e9-128d-49e9-85d4-ab4693bfbc09,https://pleasantbay.org/programs-and-projects/climate-resilience/living-shoreline-pilot-project,,"The Town of Chatham will complete permitting, monitoring, and construction documents to advance implementation of a living shoreline to protect Jackknife Beach. The project will restore the fringing salt marsh adjacent to the public access area to build resilience to erosion and sea level rise. ",https://pleasantbay.org/,,,,27080,Cape Cod And Islands,Pleasant Bay Alliance Contact Information,Project Website,,,,Chatham,No,117220,Chatham,Cape Cod,2024,-7791609.59008027,5117965.73893002
331,Construction - Other Infrastructure,Elevated Generator Platform at Salt Works Road Pump Station,Municipal,Coastal Resilience,105efd77-89e9-47a6-9cd7-b44f71abdf4c,,,Wareham constructed an elevated platform that incorporates coastal storm and sea level rise projections to protect an emergency generator at the Salt Works Road Pump Station.,https://www.wareham.ma.us/sewer-department,,,,31750,South Coast,Wareham Contact Information,,,,,Wareham,No,127000,Wareham,Buzzards Bay,2022,-7862582.67582227,5124705.25304858
431,Design & Permitting,Compton's Corner Stormwater Management Planning to Protect Shellfishing Habitat,Municipal,Coastal Habitat and Water Quality,15e17479-7368-4dd0-80b4-daec4ace6c52,,,"The town of Swansea, in partnership with the Southeastern Regional Planning and Economic Development District (SRPEDD) and Save the Bay will conduct a stormwater assessment for the Cole’s River in the adjacent Compton’s Corner area in Swansea. This section of the river contains critical shellfish habitat and is currently impaired for bacteria. The town and its partners will conduct water quality sampling, develop stormwater trainings for town staff, create conceptual designs for one stormwater Best Management Practice (BMP), and solicit feedback on the assessment results from the public. ",,,,,5720,South Coastal,,,,,,Swansea,No,99900,Town of Swansea,Buzzards Bay,2024,-7926991.71794681,5120206.32184208
185,Planning & Outreach,Watson Park Shoreline Erosion Mitigation and Coastal Resiliency Improvement,Municipal,Coastal Resilience,afb8c142-a2e2-4062-981c-3a1ae5c764ed,,,The town conducted a feasibility assessment and prepared conceptual design alternatives for stabilizing an eroded shoreline section at Watson Park.,https://braintreema.gov/236/Planning-Community-Development,,,,12723,Boston Harbor,Braintree Contact Information,,,,,Braintree,No,42410,Braintree,Boston Harbor: Weymouth & Weir,2019,-7899814.07043199,5194866.62266554
308,Research & Monitoring,Coastal Resilience at Collins Cove - Monitoring and Maintenance of the Restored Salt Marsh,Municipal,Coastal Resilience,e6f332ef-e91f-4163-a07c-2ea4a0b12a88,,,Salem completed a year of monitoring and maintenance the recently restored fringing salt marsh at Collins Cove and conducted public education.,https://storymaps.arcgis.com/stories/241a53402bcd4d0ba9077652242e6a67,,,,22279,North Shore,StoryMap,,,,,Salem,No,76825,Salem,North Coastal,2021,-7891046.07049988,5240277.42316372
231,Design & Permitting,Final Design of Commercial Street Porous Asphalt/Stormwater BMP Installation - Phase 5,Municipal,Coastal Pollutant Remediation,7fdca1e9-6855-4205-849f-a8595ef3cbf3,,,Provincetown developed final designs for the fifth and final phase of a porous pavement project along Commercial Street to treat bacteria in stormwater. Goals are to reduce beach and shellfishing area closures after rain events.,,,,,31750,Cape Cod and Islands,,,,,,Provincetown,No,95250,Provincetown,Cape Cod,2019,-7813991.48412147,5167148.51205685
325,Design & Permitting,Front Street Pump Station Resiliency Improvements and Force Main Evaluation,Municipal,Coastal Resilience,5e35013a-00bb-42c7-a592-03c50be780ed,,,"Marion will conduct preliminary design work of additional flood protection measures as the Front Street Pump Station, evaluate the sewer force main pipe, and design, bid construct a bypass connection.",https://www.marionma.gov/public-works-department/files/front-street-pump-station-resiliency-improvements-update,,,,56468,South Coast,Project Update,,,,,Marion,No,225872,Marion,Buzzards Bay,2022,-7877578.32415699,5117198.89791375
314,Construction - Shoreline Restoration,Construction of Watson Park Shoreline Erosion Mitigation and Coastal Resiliency Improvement Project,Municipal,Coastal Resilience,d358b809-1c50-4beb-be2f-6c3e95153a1b,,,"Braintree will construct a nature-based shoreline restoration project to mitigate erosion and flooding at Watson Park, including fringing salt marsh restoration, natural coastal bank stabilization, an earthen berm and stormwater management measures.",https://braintreema.gov/996/Watson-Park-Shoreline-Stabilization-Proj,,,,232563,Boston Harbor,Project Information,,,,,Braintree,No,801943,Braintree,Boston Harbor: Weymouth & Weir,2022,-7899647.72452676,5194940.1330532
371,Construction - Stormwater Infrastructure,Gray's Beach Stormwater Improvements,Municipal,Coastal Pollutant Remediation,924eca62-174e-42c1-86a8-45a7fa974376,,,Kingston installed green stormwater infrastructure and removed impervious surface at Gray’s Beach to improve water quality in Kingston Bay to improve water quality for shellfish habitat and reduce beach closures at Gray’s Beach.,,,,,11242,South Shore,,,,,,Kingston,No,42042,Kingston,South Coastal,2022,-7870227.775209,5158967.75771119
122,Design & Permitting,Coach Field Parking Lot Porous Asphalt Retrofit Design,Municipal,Coastal Pollutant Remediation,36803b1f-8420-4d4c-b412-0b05faca57e4,,,"The Town of Manchester-by-the-Sea designed a porous asphalt parking lot that, when built, will be resilient to climate change impacts and treat pollutants entering into Sawmill Brook, which provides spawning habitat for rainbow smelt.",,,,,3640,North Shore,,,,,,Manchester,No,14430,Manchester,North Coastal,2017,-7877786.73446341,5247967.12705096
22,Design & Permitting,Stormwater Retrofit Improvement In The Downtown Area - Design Phase,Municipal,Coastal Pollutant Remediation,d2a0a6e4-8ab3-4a04-a31a-76962e61760c,,,"The Town of Winthrop designed stormwater infrastructure retrofits in its downtown area that will treat pollutants, including bacteria, under current conditions and will increase the town’s resiliency to climate change impacts including increased flooding.", ,,,,17000,Boston Harbor,,,,,,Winthrop,No,15000,Winthrop,Boston Harbor: Proper,2017,-7902175.0138398,5217282.34272734
76,Design & Permitting,Improving the Coastal Resilience of Fuller Street/Lighthouse Beach and Lighthouse Pond,Municipal,Coastal Resilience,da5e79dd-48a1-4d41-9d02-2379f89966cc,,,"The town completed permitting activities for a beach nourishment and dune restoration design for Fuller Street Beach that would restore habitat, improve the natural function of the barrier beach and provide recreational benefits to the town.",https://www.edgartown-ma.us/departments/conservation,,,,15562,Cape Cod and Islands,Edgartown Contact Information,,,,,Edgartown,No,62250,Edgartown,Islands,2016,-7848552.76476896,5070770.58095874
417,Design & Permitting,Forty Steps Beach - Regulatory Permitting of Beach and Bluff Stabilization,Municipal,Coastal Resilience,c7f5000d-73ec-48a9-814b-c0ca8c730c5d,,,The Town of Nahant will seek permits for cobble nourishment and vegetation planting at Forty Steps Beach to address erosion and damage to the existing seawall and revetment. The project will stabilize the eroded bluff and protect adjacent critical roadway and utility infrastructure. ,https://nahant.org/administrator/,,,,38649,North Shore,Nahant Contact Information,,,,,Nahant,No,147295,Nahant,North Coastal,2024,-7893611.48529787,5224457.56205957
202,Design & Permitting,Resiliency Assessment of Overflow Lagoons at the Wareham Water Pollution Control Facility,Municipal,Coastal Resilience,e70b94cd-bf14-4013-9522-229c29b06682,,,Wareham determined the additional storage capacity needed at the WPCF overflow lagoons for heavy precipitation and peak flow conditions with elevated groundwater due to sea level rise.,https://www.wareham.ma.us/sewer-department,,,,15937,South Coast,Wareham Contact Information,,,,,Wareham,No,63750,Wareham,Buzzards Bay,2019,-7868433.41325493,5125222.64942143
